tweet,autor,posicion_autor,rating
“Las autonomías gobernadas por el PP están vacunando a mayor ritmo que las autonomías gobernadas por el PSOE”,Teodoro García Egea,Secretario general del PP,Engañoso
"“Esta paga la cobran hasta los 23 años todos los menores extutelados, de los cuales, y eso nadie lo puede negar, el 95% son de origen inmigrante. Y esto es una realidad”",Ignacio Garriga,Presidente del Grupo Parlamentario de Vox en Cataluña,Falso
“Te puedes vacunar en función de cuánto dinero hay en tu cuenta bancaria y tengas acceso a la sanidad privada como estamos viendo en Estados Unidos”,Ione Belarra,Ministra de Derechos Sociales y Agenda 2030,Engañoso
"“No se han dado ayudas directas todavía en España, ni un duro por parte del Gobierno de España, durante la pandemia”",Inés Arrimadas,Presidenta de Ciudadanos,Falso
"""Ustedes durante la pandemia, cuando la gente más lo necesitaba, fueron el grupo que interpuso un recurso ante el Tribunal Constitucional para impedir que se derogase el artículo 52.d, que permitía despedir a trabajadores cuando estaban enfermos""",Yolanda Díaz,Ministra de Trabajo y Economía Social,Falso
“Marruecos no cumple con los contingentes máximos establecidos (de tomates)”,Ricardo Chamorro,Diputado,Falso
“Cataluña es la comunidad autónoma donde más crece el índice de pobreza severa los últimos años”,Salvador Illa,Líder del grupo parlamentario PSC,Falso
"""No es tolerable que un profesor de la escuela pública de País Vasco cobre 14.000 euros más que otro profesor de la escuela pública andaluza”",Macarena Olona,Diputada,Engañoso
"“Los datos de empleo, que son los mejores desde 1996”",Mercedes González,Delegada del Gobierno en Madrid,Engañoso
"“Solo en tres meses ha habido más de 10.000 (desahucios), un 13% más que el año pasado. 72.300 ejecuciones hipotecarias de viviendas en tres años”",Pablo Casado,Presidente del PP,Engañoso
“Para Marruecos 130 todoterrenos y para nuestra Policía 18. Esto es Marlaska”,Ana Vázquez Blanco,Diputada,Engañoso
"“Donde el aborto es ilegal, su número es un 90% inferior”",Francisco J. Contreras,Diputado,Falso
"Una Cataluña que tiene ahora mismo un 20% de fracaso escolar, que tiene un 24% de desempleo o que tiene un problema importantísimo de 3.600 empresas que se han ido",Pablo Casado,Presidente del PP,Engañoso
"“De hecho, la mayoría de indultos se conceden contra la opinión del tribunal sentenciador”",Jaume Asens,Diputado de UP en el Congreso,Falso
“En nuestra etapa democrática se han concedido indultos a golpistas como Tejero”,Manuel Escarda,Senador,Falso
"""¿Y qué hace el Gobierno de Sánchez? Pues eliminar prestación por hijo a cargo""",Inés Arrimadas,Presidenta de Ciudadanos,Engañoso
"“Los españoles han tenido que emigrar muchas veces. Eso sí, lo han hecho con papeles, lo han hecho ordenadamente, no asaltando las fronteras, lo han hecho respetando leyes”",Santiago Abascal,Presidente de Vox,Falso
“Quiero recordar que una mayoría absoluta de los diputados catalanes en el Congreso son de fuerzas independentistas”,Pere Aragonès,Candidato a la Generalitat,Engañoso
"“La Justicia española es una de las justicias más caras para el contribuyente, donde más recursos públicos se gastan y donde el ratio de resolución de asuntos es el más bajo de todos los países de nuestro entorno en la Unión Europea”",Javier Ortega Smith,Diputado,Falso
“España es el país de la UE donde los ciudadanos pagan más cara la energía”,Pilar Calvo,Diputada,Falso
“La ley de indultos en España requiere de arrepentimiento”,Pablo Casado,Presidente del PP,Engañoso
“La Comunidad de Madrid tiene que tomar medidas porque tiene sus viviendas públicas okupadas. No puede haber una comunidad que tenga su parque de viviendas okupado”,Rocío Monasterio,Diputada en la Asamblea de Madrid,Engañoso
“Tiene una Ministra de Trabajo que preside el mayor momento de desempleo de la historia de España”,Iván Espinosa de los Monteros,Portavoz de Vox en el Congreso,Falso
"“Si miramos la mayoría de las encuestas, la tendencia general de las encuestas en los últimos años indican que como mínimo estamos al 50% (de independentistas)”",Carles Riera,Diputado en el Parlament de Cataluña,Falso
“Con el impuesto de sucesiones prácticamente ahora ya el más alto de todas las comunidades españolas”,Santi Rodríguez,secretario general del PP de Cataluña,Engañoso
"“No hay otra comunidad (que no sea Madrid) que haya hecho más de cinco millones de test de antígenos""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""No puede ser que ahora la oposición eche de menos el estado de alarma y cuando propuse un estado de alarma de seis meses, lo que hicieran fuera votar en contra""",Pedro Sánchez,Presidente del Gobierno,Engañoso
"“La tercera ola en Cataluña ha sido más suave que en la segunda, a diferencia de todo el mundo, de toda Europa y de toda España. No hemos tenido las UCIs a 800, las hemos tenido entre 400 y 500”",Ramon Tremosa,Consejero de Empresa y Conocimiento en funciones,Falso
“Rajoy nunca (convocó la Conferencia de Presidentes)”,Carmen Calvo,"Vicepresidenta primera y ministra de la Presidencia, Relaciones con las Cortes y Memoria Democrática",Falso
"“Cuando uno es el primer partido de la oposición, preside la comisión de control de TV3 y Catalunya Ràdio. Nosotros enseguida pusimos en marcha esta Comisión. Ahora que le toca al partido del señor Illa presidir esta Comisión de control, nos encontramos que ellos no están impulsando esta Comisión”",Carlos Carrizosa,Candidato a la Generalitat,Falso
"“La nueva retribución del Parlament asigna un 33% menos sólo a Vox, que celebra la rebaja”",Víctor González,Diputado,Engañoso
"“Durante 2019, dos de cada diez ataques terroristas en el mundo fueron perpetrados por la extrema derecha”",Joan Mena,Diputado,Engañoso
"""[Vox] votó en contra de la subida de las pensiones""",Pablo Iglesias,Candidato a la Presidencia de la Comunidad de Madrid,Verdad a medias
“De 17 comunidades autónomas han cambiado como a 12 o 13 consejeros de sanidad”,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
“Tenemos una comunidad en la que el 85% de los contagios no sabemos dónde se han producido”,Mónica García,Candidata a la Presidencia de la Comunidad de Madrid,Falso
“Por primera vez en la historia el PIB de la Comunidad de Madrid está por encima del de Cataluña”,Edmundo Bal,Candidato a la presidencia de la Comunidad de Madrid por Ciudadanos,Falso
"“En Andalucía, el impuesto de sucesiones se bajó con un ejecutivo socialista con el acuerdo con Cs. No fue Moreno Bonilla, fue Susana Díaz quien bajó los impuestos”",María Jesús Montero,Ministra de Hacienda y portavoz del Gobierno,Verdad a medias
"“Nosotros somos la única comunidad autónoma que está analizando, a través de más de 190 pozos de agua, todos los puntos de la Comunidad de Madrid para ver cómo evoluciona el virus”",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"“En Barcelona, en Cataluña, los sábados y los domingos tienen toda la actividad comercial cerrada”",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
“La señora Ayuso ha cerrado una comisión de investigación para ver qué pasó en las residencias”,Pablo Iglesias,Candidato a la presidencia de la CAM,Engañoso
“La única comunidad que está creando empleo es Madrid ahora mismo”,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"“No necesitamos 136 diputados en la Asamblea de Madrid, que yo he estado dos años ahí y me ha escandalizado lo que he visto: 136 diputados cobrando 4.500 euros al mes”",Rocío Monasterio,Diputada en la Asamblea de Madrid,Verdad a medias
“Ha creado usted (a Pedro Sánchez) 300.000 puestos de empleo público”,Pablo Casado,Presidente del PP,Engañoso
"“Madrid, la CCAA con mejor resultado en los rankings de competitividad económica que elabora la UE. Su modelo fiscal implica un PIB más alto, menos tasa de paro y economía sumergida. La peor, Cataluña”",Toni Cantó,Exdiputado en Les Corts Valencianes,Engañoso
"""Andalucía ha pasado de ser la región con más paro de España a la región que más empleo crea y es Cs quien lleva la Consejería de Empleo""",Inés Arrimadas,Presidenta de Ciudadanos,Engañoso
"“Estamos viendo cómo otros muchos países ya han aumentado su vacunación hasta conseguir más de un 80% de la misma y, por tanto, inmunidad para todos los ciudadanos”",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""Hemos pasado (...) a tener durante seis meses un estado de alarma único sin que el presidente de Gobierno pisara el Congreso""",Teodoro García Egea,Secretario general del PP,Falso
"""Nosotros hemos sido el único partido que nos hemos opuesto siempre al estado de alarma""",Rocío Monasterio,Diputada en la Asamblea de Madrid,Falso
"“[Federica Montseny fue la] primera ministra, pero no solo de España, de todo Europa occidental”",Ada Colau,Alcaldesa de Barcelona,Engañoso
“Sale usted del Ministerio (a Yolanda Díaz) con seis millones de desempleados”,Teodoro García Egea,Secretario general del PP,Falso
“Estos del PSOE son los que están hoy dando más ayudas sociales a un inmigrante ilegal que a un trabajador que está en un ERTE”,Rocío Monasterio,Diputada en la Asamblea de Madrid,Falso
"“Un acusado de maltrato (...), un violador reincidente podría declararse mujer. Con esta ley [Trans de la CAM] podría autodeterminarse mujer y no ser juzgado”",Rocío Monasterio,Diputada en la Asamblea de Madrid,Falso
"“Un real decreto ley [de los fondos europeos] que tuvo que pasar el Gobierno español, el Gobierno más progresista de la historia, con el único voto favorable de Vox”",Elsa Artadi,Diputada del Parlament de Catalunya,Falso
“La Comunidad de Madrid ahora mismo es la que más empleo está creando de toda España”,Toni Cantó,Exdiputado en Les Corts Valencianes,Falso
"El riesgo de fallecer por COVID es en Madrid, hoy, un 54% mayor que el riesgo medio de España",Ángel Gabilondo,Candidato a la Presidencia de la Comunidad de Madrid,Falso
"“(La estrategia de vacunación) es uno de los principales éxitos de la Unión Europea, que hemos actuado unidos. No ha habido nadie por libre”",Pedro Sánchez,Presidente del Gobierno,Engañoso
"""La afectación de contagios y muertes por población relativa que durante una oleada ha sido la máxima del mundo, ahora estamos entre los cinco países peores del mundo""",Pablo Casado,Presidente del PP,Falso
“Recordad que los 52 diputados de VOX se han negado a presentar la declaración de bienes en el Congreso”,Pablo Echenique,Portavoz de UP en el Congreso,Engañoso
"“La Agencia (AESA) no puede emitir informes de viabilidad financiera, de viabilidad empresarial, sólo de seguridad aérea”.",Carmen Calvo,"Vicepresidenta primera y ministra de la Presidencia, Relaciones con las Cortes y Memoria Democrática",Engañoso
"“Hay países, como Grecia o Portugal, que son más dependientes del turismo que nosotros y no han recibido tanto impacto económico”",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Engañoso
"“El PP en el Gobierno (con Rajoy) consiguió que durante 52 meses, de manera encadenada, España liderase las bajadas de paro en toda la zona euro”",Cuca Gamarra,Diputada,Engañoso
"“La ley LOMLOE, es decir la Ley Celaá, [llegó] directamente en plena pandemia y con un decretazo""",Pablo Casado,Presidente del PP,Falso
Inditex en 2019 ganó 10.400 millones de euros. ¿Saben cuánto tributó en el Impuesto de Sociedades? Cero euros.,Oskar Matute,Diputado,Falso
"""En unas islas (Canarias) donde el 75% de la juventud está en paro""",Javier Ortega Smith,Diputado,Falso
“Estamos en la cola de Europa en vacunación”,Rosa María Romero Sánchez,Diputada,Falso
"“El 30% de los médicos allí (en Países Bajos) según un informe, el Informe Remmelink, dice que han realizado eutanasias sin el consentimiento de las personas”",Lourdes Méndez,Diputada,Falso
“Si eres un ilegal o un turista podrás circular por todo el país sin atender a cierres perimetrales”,Santiago Abascal,Presidente de Vox,Falso
"“Con el adelanto electoral lo que ha hecho ha sido bloquear las ayudas aprobadas por el Gobierno de España para la C. de Madrid (...) Se han bloqueado 600 millones de euros en ayudas a pymes, a autónomos, a comercios, para Madrid, para el tejido productivo”",Pedro Sánchez,Presidente del Gobierno,Engañoso
“Somos la región (Murcia) con las tasas más altas de pobreza y riesgo de exclusión social”,Ana Martínez Vidal,Diputada de la Asamblea de la Región de Murcia,Falso
“Más del 80% de los hogares españoles aún esperan el ingreso (mínimo vital)”,Edmundo Bal,Portavoz adjunto de Ciudadanos,Falso
