clasificacion,texto
Verdadero,"Circulan en Twitter publicaciones que señalan que la administración que lidera Jorge Capitanich publicó un dato de empleo erróneo. La placa fue publicada por el Gobierno de Chaco. Pero luego fue dada de baja, y se trató de un error, según explicaron oficialmente."
Falso,"No, Shakira no recibió un premio de literatura pero sí se le otorgó en 2020 un premio “por su contribución a la alfabetización”"
Falso,La cantante colombiana no recibió este año un premio de literatura sino que en 2020 se le otorgó el 2020 Global Literacy Award.
Falso,"No, este informe no sostiene que los asesinatos en los Estados Unidos ocurren en ciudades demócratas con leyes rígidas contra las armas"
Falso,"Tras la publicación de un estudio sobre la ubicación geográfica de los homicidios, un portal concluyó que los asesinatos ocurren en ciudades “densamente pobladas, normalmente gobernadas por demócratas” y con estrictas regulaciones contra las armas."
Falso,Es engañoso que una niña menor de 14 años puede abortar en Colombia sin permiso de sus padres desde 2023: ya lo puede hacer desde 2006
Falso,"La posibilidad de una niña menor de 14 años de abortar en Colombia, aún sin el consentimiento de sus padres, fue concedida por la sentencia constitucional de 2006, no por la resolución del Ministerio de Salud de este año."
Falso,Es falso que este video muestra la reacción de Piqué a la canción de Shakira y Bizarrap
Falso,"Circula en Facebook y TikTok un video donde se puede ver al ex jugador del Barcelona y la Selección de España, Gerard Piqué, reaccionando supuestamente a la nueva canción de la cantante colombiana y el productor argentino. Esto es falso; el video fue editado."
Verdadero,Matías Lammens: “El turismo es el sector que lidera el crecimiento de la actividad económica y del trabajo registrado”
Verdadero,Esto es verdadero. Así lo confirma el último informe del Instituto Nacional de Estadística y Censos (INDEC) y los relevamientos del observatorio privado OAT. 
Falso,"No, Giorgia Meloni no dispuso en Italia que en las partidas de nacimiento figuren “padre” y “madre” en vez de “progenitor 1” y “progenitor 2”"
Falso,La Primera Ministra italiana no dispuso este cambio en los documentos de identidad porque estos 2 términos (“progenitor 1” y “progenitor 2”) nunca existieron en la práctica.
Falso,"No, Horacio Rodríguez Larreta no inauguró una calle en homenaje al “Che” Guevara"
Falso,"Circula en Twitter un mensaje que sostiene que el jefe de Gobierno porteño homenajeó a Ernesto “Che” Guevara con la imposición de su nombre en una calle. Sin embargo, la arteria fue bautizada así en 1904 en homenaje a un sacerdote e historiador jesuita."
Verdadero,Sergio Massa: “Este año es el más alto de los últimos 9 de inversión contra PBI de la Argentina”
Verdadero,"De acuerdo con estos datos oficiales, en el tercer trimestre de 2022 -último dato disponible- la inversión representó el 21,2% del PBI. Se trata del nivel más alto desde 2011, cuando el registro había sido del 21,4% al tercer trimestre de ese año. "
Falso,"No, Casio no tuiteó sobre la relación Shakira-Piqué: son cuentas parodia"
Falso,"La compañía japonesa fabricante de relojes, además, confirmó que no son sus cuentas."
Falso,Alberto Fernández: “Del 2019 a la fecha somos el segundo país que más creció en el mundo”
Falso,"El Presidente utilizó un informe oficial que compara únicamente la actividad industrial de la Argentina con la de solo otros 11 países. Sin embargo, especialistas señalan que para poder medir el crecimiento se debe considerar la evolución del PBI. Siguiendo este parámetro, nuestro país se ubicó en el puesto 27, de acuerdo con el Banco Mundial. 
 "
Falso,Es falso que poner una cebolla en la planta del pie sirve para tratar un pico de presión
Falso,No hay ninguna evidencia científica que avale el uso de la cebolla en casos de crisis hipertensiva (aumento repentino y grave de la presión arterial).
Falso,"Es falso que AMLO fue el primer presidente extranjero en viajar en “La Bestia”, la limusina presidencial de Estados Unidos"
Falso,Comenzó a circular en redes sociales que AMLO sería el primer presidente extranjero en haber viajado en la limusina presidencial estadounidense. Esto es falso.
Falso,Es falso que entró en vigencia un “nuevo calendario oficial para los signos del zodíaco”
Falso,"Circula en Twitter y en Facebook una publicación que señala que, desde el 1 de enero pasado, entró en vigor un nuevo calendario del zodíaco que incluye un nuevo signo zodiacal, llamado “Ofiuco”. Además, el posteo muestra cuáles serían las supuestas nuevas franjas temporales para los 13 signos. Sin embargo, esto es falso."
Falso,Jorge Capitanich: “Chaco tiene liderazgo en generación de empleo formal”
Falso,"El Gobernador utilizó en su afirmación un informe que muestra la evolución del empleo según la residencia informada por el trabajador, algo que no siempre coincide con el sitio donde la persona desarrolla la actividad."
Falso,Horacio Rodríguez Larreta: “Somos la capital más segura de América Latina”
Falso,"Comparó la tasa de CABA con las de 9 capitales latinoamericanas, pero el dato de la capital argentina es de 2022 y los del resto, de años anteriores."
Falso,Es falso que Lula usó una banda presidencial falsa en su asunción
Falso,"Circula en redes sociales que la banda presidencial utilizada por Lula da Silva en su asunción como jefe de Estado no es auténtica. Sin embargo, esto es falso. El flamante mandatario usó un modelo anterior, el mismo que le colocaron al asumir sus primeras 2 presidencias."
Falso,"No, esta imagen de una multitud celebrando la asunción de Lula a la presidencia no fue editada: es real"
Falso,Las 2 imágenes corresponden al mismo día pero fueron tomadas en distintos momentos de la movilización del 1 de enero último
Falso,"La foto del hombre con el gorro de cuernos en Brasil no es actual, sino de 2021"
Falso,"La foto de ese hombre, que aparece con los cuernos y con los colores de la bandera de Brasil, no es actual, sino que fue tomada el 7 de septiembre de 2021 cuando el entonces presidente de Brasil, Bolsonaro, realizó un acto por el Día de la Independencia de su país. "
Falso,Es falso que los manifestantes en Brasil robaron la versión original de la Constitución brasileña
Falso,"Desde el Supremo Tribunal de Justicia confirmaron a Chequeado que lo tomado por los manifestantes es una réplica, no la Constitución original."
Falso,Es engañoso el posteo que asegura que “un infarto te avisa un mes antes” a través de 6 señales que da tu cuerpo
Falso,"El posteo mezcla los síntomas propios del infarto con los de otras enfermedades. Además, el infarto agudo de miocardio produce síntomas en el momento en que está ocurriendo, no un mes antes."
Falso,Es falso que se anuló el juicio contra Juan Darthés
Falso,Los abogados de Thelma Fardin aseguraron que no hay movimiento en la causa y que no fueron notificados de ninguna resolución.
Falso,Es falso que el 48% de los ingresos del “fideicomiso de caridad de la Unesco” proviene de las donaciones de Lionel Messi
Falso,No existe ningún “fideicomiso de caridad” de la Unesco y no son personas o fundaciones las que financian sus actividades sino sus Estados miembro.
Falso,Es falso que este video muestra a un agente israelí estrangulando a un niño palestino
Falso,"El video fue grabado en Suecia, en 2015. Las personas que aparecen son trabajadores de seguridad de una empresa privada que detuvieron a un niño por querer viajar sin pasaje de tren."
Falso,"No, este mapa de los “países más odiados por nación” no es de una organización danesa"
Falso,"Circula en Twitter en forma viral un mapa de los países “más odiados por nación” que atribuye los datos a una organización llamada “Alliance of Dem 2022”. Sin embargo, la organización danesa a la cual se refiere la imagen viral negó ser la fuente de esos datos."
Falso,"Es falso que la Tierra está girando más rápido y por eso los días duran 16 horas, como indica un video viral"
Falso,La NASA y especialistas afirman que la rotación del planeta -al contrario de lo que señala la publicación viral- está en un proceso de desaceleración desde hace millones de años y esto hará en un futuro lejano que el día sea ligeramente más largo.
Falso,"Es falso que Victoria Donda dijo, tras renunciar al INADI: “No se logró el objetivo de que sea obligatorio el lenguaje inclusivo en todos los colegios”"
Falso,"Circula en Facebook una presunta placa de Clarín con una presunta frase de la ex funcionaria, tras su carta de renuncia como titular del instituto oficial. La placa no fue publicada por el diario y no hay ningún registro de la frase de Donda, ni en redes sociales ni en Google o en Youtube."
Falso,Es falso que en este video Cristina Fernández de Kirchner saluda a un paredón
Falso,Circulan en Twitter publicaciones que señalan que la vicepresidenta saludó a un paredón en medio de la inauguración de un polideportivo en el partido bonaerense de Avellaneda. Esto es falso. En el video se ve que la ex presidenta saluda a un grupo de personas en una de las casas linderas del polideportivo.
Falso,"No, el Papa Francisco no pronunció el texto que comienza: “Esta vida se va a ir rápido”"
Falso,"Circulan en Facebook distintas publicaciones que le adjudican al Papa una supuesta cita. Sin embargo, esto es falso."
Falso,"Fernanda Raverta: “Hemos logrado que las jubilaciones mínimas aumenten un 107%, por lo tanto podemos decir que los aumentos le ganan a la inflación”"
Falso,"La Directora Ejecutiva de la ANSES dijo que esa es la evolución de las jubilaciones si se compara diciembre de 2021 contra el mismo mes de 2022. Sin embargo, el cálculo presenta errores metodológicos. "
Falso,Es engañoso adjudicarle a Alberto Fernández la siguiente frase: “El mayor problema de la economía son los viejos”
Falso,"Si bien es cierto que en 2020 expresó una idea que vinculaba un problema de la economía con la longevidad, no fueron esas sus palabras ni el tono utilizado en la desinformación."
Verdadero,Alberto Fernández: “En este año que termina habremos registrado un récord de inversiones y de exportaciones”
Verdadero,"Las exportaciones registraron a noviembre su máximo desde 2004, pero impulsadas por el incremento de los precios internacionales: en cantidades se vendió menos que otro años. Las inversiones se encuentran en niveles máximos, pero muestran una caída en el último trimestre."
Falso,Es falso que Mbappé se refirió a la megaminería y a los agrotóxicos en la Argentina tras la final del Mundial 2022
Falso,No hay ninguna referencia a esta o a cualquier otra declaración de Mbappé en este sentido tras el partido de Qatar 2022. La frase desinformante hace referencia a una expresión del jugador que en mayo indicó que “en Sudamérica el fútbol no está tan avanzado como en Europa”.
Falso,Es falso que Biden se fue repentinamente durante la rueda de prensa con Zelenski
Falso,El contenido viral se trata de un montaje. El video original de la rueda de prensa muestra que el presidente de Estados Unidos y su par de Ucrania se fueron a la vez tras culminar el encuentro con periodistas.
