clasificacion,texto
Falso,"En el último año efectivamente la economía creció y el gasto y la inflación bajaron. En el caso del déficit fiscal y la presión tributaria, depende de qué metodología y qué indicador se tome. Con el gasto público, según cómo se mida, esta sería o no la primera vez que suceden estas dinámicas en 100 años."
Falso,"En 2016 y 2017 los salarios docentes equipararon a la inflación, aunque si se analiza toda la gestión de la Gobernadora bonaerense, desde diciembre de 2015, los docentes perdieron entre 2% y 4% de poder adquisitivo."
Falso,Las cifras disponibles y los estudios de casos muestran que las tasas de mortalidad materna por abortos disminuyeron luego de reformas legales más permisivas.
Verdadero,"El ex gobernador criticó el envío de fuerzas federales anunciado por la Nación. La tasa provincial se redujo un 43% en los últimos tres años y no en un 50 por ciento. Además, durante ese período la provincia recibió el apoyo de las fuerzas federales en al menos cuatro oportunidades."
Falso,El ex titular de la CGT y referente de Camioneros es investigado desde 2006 en al menos una causa de corrupción y está imputado en otros cinco expedientes. No está procesado ni condenado en ninguna causa judicial.
Falso,"El último dato oficial muestra que ese mes se registró el mayor número de trabajadores privados en este sector desde 2009. Pero, si se quitan los efectos estacionales del empleo, noviembre de 2017 no es el pico máximo."
Verdadero,"Moyano, sobre la gestión de Cambiemos: “Los trabajadores han perdido poder adquisitivo del salario”"
Verdadero,"Todas las fuentes destacan que el salario real aumentó en 2017, pero todavía no se alcanzó el nivel de 2015, cuando asumió Mauricio Macri la Presidencia de la Nación."
Verdadero,"Durante su gestión, el CELS registró al menos 17 casos de gatillo fácil en manos de fuerzas federales en la Ciudad y el Conurbano bonaerense. Además, en 2014 se registró el pico de civiles muertos por fuerzas de seguridad que operan en el Área Metropolitana."
Falso,"Facundo Moyano, sobre la reunión del Consejo Directivo de la CGT: “Yo estuve: de 36 gremios, 27 van a acompañar el paro”"
Falso,"El Consejo es el órgano que decide los paros. Si bien hubo una mayoría de asistentes, los principales gremios en términos de representatividad no fueron y otros consejeros enviaron representantes."
Falso,"Aunque los datos corresponden a 2016, la tendencia mencionada es correcta. Sin embargo, el principal cambio no se explica por la sanción de leyes nacionales, como dijo el funcionario del Ministerio de Justicia, sino por el aumento en la cantidad de condenados en la Provincia de Buenos Aires en los últimos diez años."
Verdadero,"En el tercer trimestre de 2017, último dato disponible, el indicador que mide la inversión nacional tuvo el mayor crecimiento desde 2011. Los especialistas destacan las ventajas y desventajas de que los bienes de capital importados son los que más crecieron en el último año."
Verdadero,"Los datos del tercer trimestre de 2017 fueron los primeros de la gestión de Cambiemos que superaron el nivel con el que asumió. Este aumento fue leve y se encuentra por debajo de la variación de la población, por lo que el PBI por habitante cayó durante el mandato de Mauricio Macri."
Verdadero,"Los juicios laborales en la Capital disminuyeron en un 13% desde la sanción de la nueva ley de ART, en relación al mismo periodo del año anterior. Esta baja fue acompañada por un aumento en los juicios en la Provincia de Buenos Aires, donde la nueva norma entró en vigencia este año."
Falso,Los datos oficiales muestran un alto porcentaje de empleados públicos que están precarizados. Claves para entender cómo contrata el Estado nacional.
Verdadero,"Los datos disponibles coinciden con el cálculo mencionado por el diputado. Sin embargo, tres de cada cuatro operativos represivos estuvieron a cargo de fuerzas de seguridad provinciales, que dependen de los gobernadores y no del Ministerio de Seguridad de la Nación, que reporta al Presidente."
Falso,"Los fondos ejecutados, que incluyen al Conicet y la CONAE, aumentaron casi 50% en la gestión de Cambiemos, la mitad de lo marcado por Macri. Sin embargo, si se cuenta la inflación de ese período, la ejecución real cayó entre un 9 y un 16 por ciento. También bajó su participación en el gasto total y en el PBI."
Falso,"Los cortes de media tensión se redujeron en un 13% y los de baja tensión en un 42% si se comparan los últimos dos veranos. Con respecto a la duración de los cortes, los de media tensión se mantuvieron igual y fueron de dos horas promedio."
Verdadero,"Este año se observa una tendencia a la desaceleración con respecto al año anterior, aunque en 2016 y en 2017 se incumplieron las metas oficiales establecidas. Todavía faltan dos años para saber si Jefe de Estado cumplirá o no con esta promesa."
Verdadero,Los especialistas y los organismos internacionales destacan lo difícil que es comparar las jubilaciones debido a la falta de información y las variables que se deben tener en cuenta. El titular de la ANSES se basó en una comparación que sólo considera a nueve países y no incluye a ningún europeo.
Falso,"El principio de inocencia rige para todos los individuos -no sólo para los funcionarios policiales-, y además el accionar de las fuerzas de seguridad está regulado para limitar el uso de la fuerza."
Falso,"Según Clarín, “sólo la mitad de los argentinos con colesterol elevado está bajo tratamiento”"
Falso,"La afirmación es parte de las conclusiones de una encuesta de la agencia Kantar TNS y fue levantada en una nota del diario. Sin embargo, el artículo publicado tiene errores conceptuales que resultan en un mensaje alarmista y que fomentan la medicación de individuos sanos."
Falso,"Si bien la tendencia marcada por el Presidente es cierta, sólo la mitad de los gremios pueden negociar convenios. Además, no todos los especialistas coinciden en que una menor cantidad de sindicatos implique fortalecer al movimiento sindical."
Falso,"¿Hay países productores de vino que tienen impuestos especiales para esta bebida, como dijo Dujovne?"
Falso,"Las naciones mencionadas por el ministro (Chile, Estados Unidos y Francia) tienen impuestos internos a esta bebida alcohólica. Pero la situación argentina es particular comparada con esos países por la falta de subsidios planificados y su alto consumo interno."
Verdadero,Los datos oficiales confirman lo dicho por el diputado nacional y ex ministro de Economía. Los especialistas destacan la caída del consumo y la apertura comercial como principales causas.
Verdadero,"Si bien la Argentina tiene el costo fiscal al trabajo más alto de la región, el trabajador recibe cerca del 65% de lo que le cuesta a la empresa."
Falso,"Los datos muestran que se exporta más pescados y mariscos que carne vacuna. Desde 2005, nuestro país pasó del tercer al onceavo lugar en el ranking mundial de la exportación ganadera."
Verdadero,"El empleo independiente fue el que más creció entre el final de la gestión de Cristina Fernández de Kirchner y el último dato de la Presidencia de Mauricio Macri. Los especialistas coinciden en señalar que, en promedio, se trata del trabajo más precario y de menor productividad."
Verdadero,"Los datos muestran una baja en la participación de las causas en las que hay involucrados menores, pero se trata de una tendencia que ocurre desde 2013 y no desde el primer año de gestión de María Eugenia Vidal. Si se mira la evolución interanual, en la gestión de Daniel Scioli hubo caídas mayores a la de 2016."
Falso,"Los recursos destinados a este rubro en 2018 son los segundos más altos desde 1993, primer dato disponible, si se calculan sobre el gasto primario. Al observar esta inversión como porcentaje del gasto total y del PBI, es la más alta de la serie."
Verdadero,"La Argentina emitió más bonos en el mercado internacional que la potencia asiática. Sin embargo, los especialistas destacan el rol del pago a los fondos buitre y el déficit fiscal heredado de la gestión anterior como determinantes y aclaran que China, como otros países más desarrollados, no se destacan por tomar deuda en el mercado mundial."
Verdadero,"Si bien hay pocos datos actualizados sobre este fenómeno justamente por incluir dinero no declarado, las estimaciones coinciden en que la Argentina es uno de los países del continente y del mundo con más riqueza en el exterior."
Verdadero,"Los montos destinados a financiar al sector energético en 2014, último año completo del gobierno de Cristina Fernández de Kirchner, representaron el 221% del déficit y más de siete veces de lo ejecutado en el presupuesto de la AUH."
Verdadero,La inflación actual es mayor o menor a la del último año de gestión de la ex presidenta según qué fuente se utilice.
Falso,"Este tipo de inversión en 2016 fue un tercio que la de 2015. Igualmente, los especialistas destacan que por el cepo cambiario que existió hasta diciembre de 2015 esta estadística se vio distorsionada ya que las empresas extranjeras no podían sacar sus ganancias del país."
Falso,"La jubilación media de los beneficiarios que no ingresaron por moratorias es más del doble del que se señala en el aviso. Si bien la mayoría de los jubilados cobran la mínima, gran parte de ellos ingresaron por moratoria y no completaron sus aportes."
Falso,"Según los datos oficiales, en la última dictadura militar como mínimo seis personas fueron detenidas desaparecidas en Santa Cruz, mientras que 11 santacruceños fueron desaparecidos en otras provincias."
Falso,"En 2017 hubo una clara caída de la inflación. Igualmente, los datos de la provincia de San Luis y de la Ciudad de Buenos Aires, utilizados por el Gobierno durante la “emergencia estadística” ya que se pueden comparar en el tiempo, señalan que el último dato no es el más bajo desde 2010."
Falso,"Si bien este indicador no tiene una única manera de medirse, las fuentes oficiales y alternativas calculan que la precariedad laboral es similar a la marcada por el FIT."
Verdadero,"Las fuentes oficiales y alternativas muestran que el salario de los trabajadores privados y públicos registrados cayó entre un 5 y 8% en el período señalado. Si se considera a los trabajadores informales, la pérdida sería mayor, pero no existen datos para dimensionarla."
